11a_089	galg	1	author:Lukas Lewark;date:3 July 2023
11a_090	galg	1	author:Lukas Lewark;date:3 July 2023
11a_091	galg	1	author:Lukas Lewark;date:3 July 2023
11a_092	galg	1	author:Lukas Lewark;date:3 July 2023
11a_093	galg	1	author:Lukas Lewark;date:3 July 2023
11a_094	galg	3	author:Lukas Lewark;date:3 July 2023
11a_095	galg	2	author:Lukas Lewark;date:3 July 2023
11a_096	galg	1	author:Lukas Lewark;date:3 July 2023
11a_097	galg	1	author:Lukas Lewark;date:3 July 2023
11a_098	galg	1	author:Lukas Lewark;date:3 July 2023
11a_099	galg	1	author:Lukas Lewark;date:3 July 2023
11a_100	galg	2	author:Lukas Lewark;date:3 July 2023
11a_101	galg	1	author:Lukas Lewark;date:3 July 2023
11a_102	galg	1	author:Lukas Lewark;date:3 July 2023
11a_103	galg	1	author:Lukas Lewark;date:3 July 2023
11a_104	galg	1	author:Lukas Lewark;date:3 July 2023
11a_105	galg	2	author:Lukas Lewark;date:3 July 2023
11a_106	galg	1	author:Lukas Lewark;date:3 July 2023
11a_107	galg	1	author:Lukas Lewark;date:3 July 2023
11a_108	galg	1	author:Lukas Lewark;date:3 July 2023
11a_109	galg	1	author:Lukas Lewark;date:3 July 2023
11a_110	galg	1	author:Lukas Lewark;date:3 July 2023
11a_111	galg	1	author:Lukas Lewark;date:3 July 2023
11a_112	galg	1	author:Lukas Lewark;date:3 July 2023
11a_113	galg	2	author:Lukas Lewark;date:3 July 2023
11a_114	galg	1	author:Lukas Lewark;date:3 July 2023
11a_115	galg	1	author:Lukas Lewark;date:3 July 2023
11a_116	galg	2	author:Lukas Lewark;date:3 July 2023
11a_117	galg	2	author:Lukas Lewark;date:3 July 2023
11a_118	galg	1	author:Lukas Lewark;date:3 July 2023
11a_119	galg	1	author:Lukas Lewark;date:3 July 2023
11a_120	galg	2	author:Lukas Lewark;date:3 July 2023
11a_121	galg	1	author:Lukas Lewark;date:3 July 2023
11a_122	galg	1	author:Lukas Lewark;date:3 July 2023
11a_123	galg	2	author:Lukas Lewark;date:3 July 2023
11a_124	galg	3	author:Lukas Lewark;date:3 July 2023
11a_125	galg	1	author:Lukas Lewark;date:3 July 2023
11a_126	galg	1	author:Lukas Lewark;date:3 July 2023
11a_127	galg	2	author:Lukas Lewark;date:3 July 2023
11a_128	galg	1	author:Lukas Lewark;date:3 July 2023
11a_129	galg	2	author:Lukas Lewark;date:3 July 2023
11a_130	galg	1	author:Lukas Lewark;date:3 July 2023
11a_131	galg	1	author:Lukas Lewark;date:3 July 2023
11a_132	galg	1	author:Lukas Lewark;date:3 July 2023
11a_133	galg	1	author:Lukas Lewark;date:3 July 2023
11a_134	galg	1	author:Lukas Lewark;date:3 July 2023
11a_135	galg	2	author:Lukas Lewark;date:3 July 2023
11a_136	galg	1	author:Lukas Lewark;date:3 July 2023
11a_137	galg	1	author:Lukas Lewark;date:3 July 2023
11a_138	galg	1	author:Lukas Lewark;date:3 July 2023
11a_139	galg	1	author:Lukas Lewark;date:3 July 2023
11a_140	galg	2	author:Lukas Lewark;date:3 July 2023
