name,name,galg,galg-lo,galg-hi,taylor,taylor-lo,taylor-hi
12n_362,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_363,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_364,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_365,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_366,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_367,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_368,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_369,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_370,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_371,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_372,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_373,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_374,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_375,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_376,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_377,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_378,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_379,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_380,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_381,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_382,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_383,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_384,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_385,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_386,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_387,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_388,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_389,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_390,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_391,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_392,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_393,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_394,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_395,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_396,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_397,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_398,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_399,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_400,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_401,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_402,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_403,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_404,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_405,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_406,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_407,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_408,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_409,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_410,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_411,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_412,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_413,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_414,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_415,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_416,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_417,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_418,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_419,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_420,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_421,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_422,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_423,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_424,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_425,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_426,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_427,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_428,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_429,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_430,,0,Algebraic genus >= 0 for all knots,Span of Alexander polynomial,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_431,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_432,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_433,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_434,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_435,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_436,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_437,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_438,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_439,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_440,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_441,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_442,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_443,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_444,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_445,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_446,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_447,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_448,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_449,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_450,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_451,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_452,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_453,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_454,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_455,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_456,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_457,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_458,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_459,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_460,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_461,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_462,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_463,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_464,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_465,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_466,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_467,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_468,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_469,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_470,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_471,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_472,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_473,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_474,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_475,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_476,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_477,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_478,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_479,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_480,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_481,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_482,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_483,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_484,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_485,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_486,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_487,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_488,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_489,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_490,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_491,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_492,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_493,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_494,,2,Signature,Explicit Alex-triv subgroups [LM19],2,Signature,Topological slice genus
12n_495,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_496,,2,Signature,Explicit Alex-triv subgroups [LM19],2,Signature,Topological slice genus
12n_497,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_498,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_499,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_500,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_501,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_502,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_503,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_504,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_505,,2,Hasse-Taylor bound [LM19],Algebraic unknotting number,2,Hasse-Taylor bound [LM19],Topological slice genus
12n_506,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_507,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_508,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_509,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_510,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_511,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_512,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_513,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_514,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_515,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_516,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_517,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_518,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_519,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_520,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_521,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_522,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_523,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_524,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_525,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_526,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_527,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_528,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_529,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_530,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_531,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_532,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_533,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_534,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_535,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_536,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_537,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_538,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_539,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_540,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_541,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_542,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_543,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_544,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_545,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_546,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_547,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_548,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_549,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Explicit isotropic subgroups [LM19]
12n_550,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_551,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_552,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_553,,2,# Generators of H_1(double branched covering),Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_554,,2,# Generators of H_1(double branched covering),Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_555,,2,# Generators of H_1(double branched covering),Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Explicit isotropic subgroups [LM19]
12n_556,,2,# Generators of H_1(double branched covering),Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_557,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_558,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_559,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_560,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_561,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_562,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_563,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_564,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_565,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_566,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_567,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_568,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_569,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_570,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_571,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_572,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_573,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_574,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_575,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_576,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_577,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_578,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_579,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_580,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_581,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_582,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_583,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_584,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_585,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_586,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_587,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_588,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_589,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_590,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_591,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_592,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_593,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_594,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_595,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_596,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_597,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_598,,2,Hasse-Taylor bound [LM19],Algebraic unknotting number,2,Hasse-Taylor bound [LM19],Topological slice genus
12n_599,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_600,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_601,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_602,,2,Hasse-Taylor bound [LM19],Algebraic unknotting number,2,Hasse-Taylor bound [LM19],Topological slice genus
12n_603,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_604,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_605,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_606,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_607,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_608,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_609,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_610,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_611,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_612,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_613,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_614,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_615,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_616,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_617,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_618,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_619,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_620,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_621,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_622,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_623,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_624,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_625,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_626,,2,Signature,Explicit Alex-triv subgroups [LM19],2,Signature,Topological slice genus
12n_627,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_628,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_629,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_630,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_631,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_632,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_633,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
